category,sub_category,price,image_url,addr_pr,slug,store,name
RESEAUX & SECURITE,Switch ONV POE31008PS 8 Ports POE + 1 Port Uplink Ethernet,"349,000 DT",http://www.mytek.tn/44474-large_default/switch-onv-poe31008ps-8-ports-poe-1-port-uplink-ethernet-.jpg,,http://www.mytek.tn/switch-tunisie/10312-switch-onv-poe31008ps-8-ports-poe-1-port-uplink-ethernet-.html,,My Teck,Reseaux
RESEAUX & SECURITE,Onduleur Off-Line Eaton Ellipse Eco 1200 USB (EL1200USBFR),"559,000 DT",http://www.mytek.tn/41134-large_default/onduleur-off-line-eaton-ellipse-eco-1200-usb-el1200usbfr.jpg,,http://www.mytek.tn/onduleur-off-line/9193-onduleur-off-line-eaton-ellipse-eco-1200-usb-el1200usbfr.html,,My Teck,Onduleurs
RESEAUX & SECURITE,Cable Camera CCTV BNC + RCA + DC - 30m,"34,900 DT",http://www.mytek.tn/38700-large_default/cable-camera-cctv-bnc-rca-dc-30m.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/8420-cable-camera-cctv-bnc-rca-dc-30m.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Camera HD Plastic 36 LED TECHCOM 2MP,"145,000 DT",http://www.mytek.tn/36992-large_default/camera-hd-plastic-36-led-techcom-2mp.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/7828-camera-hd-plastic-36-led-techcom-2mp.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Rétroviseur Voiture intérieur avec camera blackbox DVR Full HD,"179,000 DT",http://www.mytek.tn/44073-large_default/retroviseur-camera-blackbox-dvr-full-hd.jpg,,http://www.mytek.tn/enregistreur-dvr-hvr-nvr/10069-retroviseur-camera-blackbox-dvr-full-hd.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Caméra Interne HIKVISION DS-2CE56C5T-IT3,"195,000 DT",http://www.mytek.tn/37338-large_default/camera-interne-hikvision-ds-2ce56c5t-it3.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/7971-camera-interne-hikvision-ds-2ce56c5t-it3.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Caméra IP Wifi D-Link DCS-942L,"375,000 DT",http://www.mytek.tn/34389-large_default/camera-ip-wifi-d-link-dcs-942l.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/6918-camera-ip-wifi-d-link-dcs-942l.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,CAMERA HD EXTERNE FUSDON 611HF Etanche 800TVL,"77,000 DT",http://www.mytek.tn/32088-large_default/camera-hd-externe-fusdon-611hf-etanche-800tvl-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/6203-camera-hd-externe-fusdon-611hf-etanche-800tvl-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE, Camera Plastic 2MP 3 LED TECHCOM,"115,000 DT",http://www.mytek.tn/36993-large_default/-camera-plastic-2mp-3-led-techcom.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/7829--camera-plastic-2mp-3-led-techcom.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Caméra de voiture FHD 10 iconbit,"89,000 DT",http://www.mytek.tn/33872-large_default/camera-de-voiture-fhd-iconbit.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/6754-camera-de-voiture-fhd-iconbit.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,CAMERA DE SURVEILLANCE EXTERNE FUSDON 658HD,"144,000 DT",http://www.mytek.tn/32090-large_default/camera-de-surveillance-externe-fusdon-658hd-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/6205-camera-de-surveillance-externe-fusdon-658hd-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Caméra Interne DAHUA HAC-HDW1000MP,"99,000 DT",http://www.mytek.tn/45081-large_default/camera-interne-dahua-hac-hdw1200rmp.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/10701-camera-interne-dahua-hac-hdw1200rmp.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Cable Camera CCTV BNC + RCA + DC -15m,"19,900 DT",http://www.mytek.tn/31062-large_default/cable-camera-cctv-bnc-rca-dc-15m-tunsie.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/5846-cable-camera-cctv-bnc-rca-dc-15m-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Enregistreur Vidéo numérique 4 channels HDVR,"159,900 DT",http://www.mytek.tn/23771-large_default/enregistreur-video-numerique-4-channels-hdvr.jpg,,http://www.mytek.tn/enregistreur-dvr-hvr-nvr/3915-enregistreur-video-numerique-4-channels-hdvr.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Enregistreur Vidéo numérique 4 Channel HYBRID HVR,"179,000 DT",http://www.mytek.tn/29035-large_default/enregistreur-video-numerique-4-channel-hybrid-hvr-tunsie.jpg,,http://www.mytek.tn/enregistreur-dvr-hvr-nvr/4606-enregistreur-video-numerique-4-channel-hybrid-hvr-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,CABLE 305M RG59 Blinder,"189,000 DT",http://www.mytek.tn/29037-large_default/cable-305m-rg59-blinder-tunsie.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/5070-cable-305m-rg59-blinder-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Caméra Externe DAHUA HAC-HFW1000RP,"109,000 DT",http://www.mytek.tn/45083-large_default/camera-interne-dahua-hac-hdw1200rmp.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/10704-camera-interne-dahua-hac-hdw1200rmp.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Kit de démarrage domotique avec caméra réseau D-Link DCH-100KT-B,"319,000 DT",http://www.mytek.tn/44652-large_default/kit-de-demarrage-domotique-avec-camera-reseau-d-link-dch-100kt-b.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/10436-kit-de-demarrage-domotique-avec-camera-reseau-d-link-dch-100kt-b.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Caméra de surveillance sans fil Pour Bébé D-Link,"228,000 DT",http://www.mytek.tn/44651-large_default/camera-de-surveillance-sans-fil-pour-bebe-d-link-.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/10435-camera-de-surveillance-sans-fil-pour-bebe-d-link-.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Caméra Externe DAHUA HAC-HFW1200RP-VF,"189,000 DT",http://www.mytek.tn/44267-large_default/camera-interne-dahua-hac-hdw1200rmp.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/10168-camera-interne-dahua-hac-hdw1200rmp.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,KIT De Surveillance Z-BEN ZB-WK204 1.0 MP 2.4G 4CH - Wifi,"599,000 DT",http://www.mytek.tn/44897-large_default/kit-de-surveillance-z-ben-zb-wk204-10-mp-24g-4ch-wifi.jpg,,http://www.mytek.tn/pack-de-video-surveillance-tunisie/10576-kit-de-surveillance-z-ben-zb-wk204-10-mp-24g-4ch-wifi.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Enregistreur Vidéo DAHUA HCVR4104 4CH Tribird 720P-Lite 1U + 4 Caméras + Disque Dur 1To,"1 099,000 DT",http://www.mytek.tn/44500-large_default/enregistreur-video-dahua-hcvr4104-4ch-tribird-720p-lite-1u-4-cameras-disque-dur-1to.jpg,,http://www.mytek.tn/pack-de-video-surveillance-tunisie/10328-enregistreur-video-dahua-hcvr4104-4ch-tribird-720p-lite-1u-4-cameras-disque-dur-1to.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Cable Camera CCTV BNC + RCA + DC - 20m,"25,900 DT",http://www.mytek.tn/31059-large_default/cable-camera-cctv-bnc-rca-dc-20m-tunsie.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/5843-cable-camera-cctv-bnc-rca-dc-20m-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Chargeur électrique 12V 2A,"16,900 DT",http://www.mytek.tn/23770-large_default/chargeur-electrique-12v-2a-tunsie.jpg,,http://www.mytek.tn/video-surveillance-tunisie/3914-chargeur-electrique-12v-2a-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Camera Externe Metal TC-400B-90800-D,"105,900 DT",http://www.mytek.tn/23755-large_default/camera-externe-metal-tc-400b-90800-d-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/3905-camera-externe-metal-tc-400b-90800-d-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Camera Externe Metal TC-500B-10900-D,"125,000 DT",http://www.mytek.tn/23696-large_default/camera-externe-metal-tc-500b-10900-d-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/3890-camera-externe-metal-tc-500b-10900-d-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Camera Dome Interne plastique 42 pièces IR LED 1000TVL Noir,"109,900 DT",http://www.mytek.tn/43616-large_default/camera-dome-interne-plastique-42-pieces-ir-led-1000tvl-tc-800d-10300-d-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/4371-camera-dome-interne-plastique-42-pieces-ir-led-1000tvl-tc-800d-10300-d-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Caméra Interne DAHUA HAC-HDW1200RMP,"169,000 DT",http://www.mytek.tn/44266-large_default/camera-interne-dahua-hac-hdw1200rmp.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/10167-camera-interne-dahua-hac-hdw1200rmp.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Caméra HD Exterieur Fusdon 615HF Etanche 800TVL,"77,000 DT",http://www.mytek.tn/32083-large_default/camera-hd-exterieur-fusdon-615hf-etanche-800tvl-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/6199-camera-hd-exterieur-fusdon-615hf-etanche-800tvl-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Camera IP Externe TC-IPC-20B-300,"259,000 DT",http://www.mytek.tn/23726-large_default/camera-ip-externe-tc-ipc-20b-300-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/3898-camera-ip-externe-tc-ipc-20b-300-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Enregistreur Vidéo numérique 4 Channel,"152,900 DT",http://www.mytek.tn/23733-large_default/enregistreur-video-numerique-4-channel-tunsie.jpg,,http://www.mytek.tn/enregistreur-dvr-hvr-nvr/3903-enregistreur-video-numerique-4-channel-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Switch d'Alimentation pour 16 Caméras,"136,900 DT",http://www.mytek.tn/23765-large_default/switch-dalimentation-pour-16-cameras-tunsie.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/3911-switch-dalimentation-pour-16-cameras-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,CAMERA METAL HD EXTERNE TECHCOM 3.6 2.0MP AHD 960P,"139,000 DT",http://www.mytek.tn/31820-large_default/camera-metal-hd-externe-techcom-36-20mp-ahd-960p-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/6116-camera-metal-hd-externe-techcom-36-20mp-ahd-960p-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,CAMERA INTERNE DOME TECHCOM HD 3.6MM 2.0MP 36 LED,"119,000 DT",http://www.mytek.tn/31825-large_default/camera-interne-dome-techcom-hd-36mm-20mp-36-led-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/6117-camera-interne-dome-techcom-hd-36mm-20mp-36-led-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,PACK DVR 8004 ET 4 CAMERA TC-200D TECHCOM,"429,000 DT",http://www.mytek.tn/31779-large_default/pack-dvr-8004-et-4-camera-tc-200d-techcom.jpg,,http://www.mytek.tn/enregistreur-dvr-hvr-nvr/6107-pack-dvr-8004-et-4-camera-tc-200d-techcom.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Pack Enregistreur Vidéo HVR 9004 + 4 Caméra TECHCOM,"499,000 DT",http://www.mytek.tn/31294-large_default/pack-enregistreur-video-hvr-9004-4-camera-techcom-tunsie.jpg,,http://www.mytek.tn/enregistreur-dvr-hvr-nvr/5927-pack-enregistreur-video-hvr-9004-4-camera-techcom-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,TECHCOM CAMERA HD INTERNE 1.3MP,"119,000 DT",http://www.mytek.tn/30513-large_default/techcom-camera-hd-interne-13mp-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/5639-techcom-camera-hd-interne-13mp-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Camera Externe Metal TC-300B-10700-D,"115,900 DT",http://www.mytek.tn/29018-large_default/camera-externe-metal-tc-300b-10700-d-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/4804-camera-externe-metal-tc-300b-10700-d-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Camera Dome Interne TC-200D-90600-D,"86,900 DT",http://www.mytek.tn/23705-large_default/camera-dome-interne-tc-200d-90600-d-tunsie.jpg,,http://www.mytek.tn/camera-de-surveillance-tunisie/3889-camera-dome-interne-tc-200d-90600-d-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Switch d'Alimentation pour 8 Caméras,"79,900 DT",http://www.mytek.tn/23760-large_default/switch-dalimentation-pour-8-cameras-tunsie.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/3909-switch-dalimentation-pour-8-cameras-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Cable coaxial 50M avec alimentation,"59,000 DT",http://www.mytek.tn/28971-large_default/cable-coaxial-50m-avec-alimentation-tunsie.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/5068-cable-coaxial-50m-avec-alimentation-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Switch d'Alimentation pour 4 Caméras,"56,900 DT",http://www.mytek.tn/23758-large_default/switch-dalimentation-pour-4-cameras-tunsie.jpg,,http://www.mytek.tn/accessoires-de-video-surveillance-tunisie/3908-switch-dalimentation-pour-4-cameras-tunsie.html,,My Teck,Vidéo surveillance
RESEAUX & SECURITE,Switch TP-LINK 24 ports 10/100 Mbps,"105,000 DT",http://www.mytek.tn/40112-large_default/switch-tp-link-24-ports-10100-mbps.jpg,,http://www.mytek.tn/switch-tunisie/8929-switch-tp-link-24-ports-10100-mbps.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch D-Link DGS-1005A/E 5 ports 10/100/1000 Gigabit LAN,"49,000 DT",http://www.mytek.tn/38800-large_default/switch-d-link-dgs-1005ae-5-ports-101001000-gigabit-lan.jpg,,http://www.mytek.tn/switch-tunisie/8461-switch-d-link-dgs-1005ae-5-ports-101001000-gigabit-lan.html,,My Teck,Reseaux
INFORMATIQUE,"Disque Dur Interne SEAGATE De Surveillance 3.5"" 1To","143,900 DT",http://www.mytek.tn/40093-large_default/disque-dur-interne-seagate-de-surveillance-35-1to.jpg,,http://www.mytek.tn/disque-dur-interne/8921-disque-dur-interne-seagate-de-surveillance-35-1to.html,,My Teck,Composants
RESEAUX & SECURITE,Switch D-Link DES-1024D/B 24 ports 10/100 Mbps Fast Ethernet,"139,000 DT",http://www.mytek.tn/38799-large_default/switch-d-link-des-1024db-24-ports-10100-mbps-fast-ethernet.jpg,,http://www.mytek.tn/switch-tunisie/8460-switch-d-link-des-1024db-24-ports-10100-mbps-fast-ethernet.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch D-LINK DES-1005A/E 5 Ports,"26,000 DT",http://www.mytek.tn/37056-large_default/switch-d-link-des-1005ae-5-ports.jpg,,http://www.mytek.tn/switch-tunisie/7858-switch-d-link-des-1005ae-5-ports.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch de bureau 8 ports Gigabit,"69,000 DT",http://www.mytek.tn/30052-large_default/switch-de-bureau-8-ports-gigabit-tunsie.jpg,,http://www.mytek.tn/switch-tunisie/5406-switch-de-bureau-8-ports-gigabit-tunsie.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch TP-LINK TL-SF1008D 8 Ports 10/100Mbps,"29,000 DT",http://www.mytek.tn/37524-large_default/switch-tp-link-tl-sf1008d-8-ports-10100mbps-.jpg,,http://www.mytek.tn/switch-tunisie/8029-switch-tp-link-tl-sf1008d-8-ports-10100mbps-.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch de bureau 8 ports Gigabit - 4 Ports PoE,"219,000 DT",http://www.mytek.tn/29576-large_default/switch-de-bureau-8-ports-gigabit-4-ports-poe-tunsie.jpg,,http://www.mytek.tn/switch-tunisie/5408-switch-de-bureau-8-ports-gigabit-4-ports-poe-tunsie.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch D-Link DES-1024C/E 24 ports 10/100 Mbps LAN,"120,000 DT",http://www.mytek.tn/38798-large_default/switch-d-link-des-1024ce-24-ports-10100-mbps-lan.jpg,,http://www.mytek.tn/switch-tunisie/8459-switch-d-link-des-1024ce-24-ports-10100-mbps-lan.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch rackable/de bureau 16 ports Gigabit,"199,000 DT",http://www.mytek.tn/30351-large_default/switch-rackable-de-bureau-16-ports-gigabit-tunsie.jpg,,http://www.mytek.tn/switch-tunisie/5412-switch-rackable-de-bureau-16-ports-gigabit-tunsie.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch rackable/de bureau 24 ports Gigabit,"299,000 DT",http://www.mytek.tn/29588-large_default/switch-rackable-de-bureau-24-ports-gigabit-tunsie.jpg,,http://www.mytek.tn/switch-tunisie/5414-switch-rackable-de-bureau-24-ports-gigabit-tunsie.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch 16 ports 10/100 Mbps,"79,000 DT",http://www.mytek.tn/29536-large_default/switch-16-ports-10-100-mbps-tunsie.jpg,,http://www.mytek.tn/switch-tunisie/5393-switch-16-ports-10-100-mbps-tunsie.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch 24 ports 10/100Mbps,"119,000 DT",http://www.mytek.tn/29538-large_default/switch-24-ports-10-100mbps-tunsie.jpg,,http://www.mytek.tn/switch-tunisie/5394-switch-24-ports-10-100mbps-tunsie.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch de bureau 5 ports Gigabit,"49,900 DT",http://www.mytek.tn/30050-large_default/switch-de-bureau-5-ports-gigabit-tunsie.jpg,,http://www.mytek.tn/switch-tunisie/5395-switch-de-bureau-5-ports-gigabit-tunsie.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch de bureau 16 ports 10/100 Mbps,"70,000 DT",http://www.mytek.tn/29534-large_default/switch-de-bureau-16-ports-10-100-mbps-tunsie.jpg,,http://www.mytek.tn/switch-tunisie/5392-switch-de-bureau-16-ports-10-100-mbps-tunsie.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch de bureau TP-LINK 8 ports 10/100Mbps - 4 Ports PoE,"169,000 DT",http://www.mytek.tn/29529-large_default/switch-de-bureau-tp-link-8-ports-10-100mbps-4-ports-poe-tunsie.jpg,,http://www.mytek.tn/switch-tunisie/5391-switch-de-bureau-tp-link-8-ports-10-100mbps-4-ports-poe-tunsie.html,,My Teck,Reseaux
RESEAUX & SECURITE,D-LINK DES-1008A/E Switch Gigabit 8 ports,"33,000 DT",http://www.mytek.tn/37506-large_default/d-link-des-1008ae-switch-gigabit-8-ports-.jpg,,http://www.mytek.tn/reseaux-securite-tunisie/8024-d-link-des-1008ae-switch-gigabit-8-ports-.html,,My Teck,RESEAUX & SECURITE
RESEAUX & SECURITE,Switch D-Link DGS-1008D/E 8 ports,"69,000 DT",http://www.mytek.tn/28989-large_default/switch-d-link-dgs-1008d-e-8-ports-tunsie.jpg,,http://www.mytek.tn/switch-tunisie/4853-switch-d-link-dgs-1008d-e-8-ports-tunsie.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch de bureau TP-LINK 10/100 Mbps 5 ports,"25,000 DT",http://www.mytek.tn/29521-large_default/switch-de-bureau-tp-link-10100-mbps-5-ports.jpg,,http://www.mytek.tn/switch-tunisie/5389-switch-de-bureau-tp-link-10100-mbps-5-ports.html,,My Teck,Reseaux
RESEAUX & SECURITE,Switch D-Link DES-1016D/E 16 ports Rackable,"99,000 DT",http://www.mytek.tn/29002-large_default/switch-d-link-des-1016de-16-ports-rackable-.jpg,,http://www.mytek.tn/switch-tunisie/4691-switch-d-link-des-1016de-16-ports-rackable-.html,,My Teck,Reseaux
INFORMATIQUE,Disque Dur Interne SEAGATE 160Go 3.5'' (ST3160815AS),"29,000 DT",http://www.mytek.tn/45744-large_default/disque-dur-interne-seagate-160go-35-st3160815as.jpg,,http://www.mytek.tn/disque-dur-interne/11073-disque-dur-interne-seagate-160go-35-st3160815as.html,,My Teck,Composants
INFORMATIQUE,Disque Dur interne SEAGATE 160Go 3.5'' (ST3160318AS),"29,000 DT",http://www.mytek.tn/45743-large_default/disque-dur-interne-seagate-160go-35-st3160318as.jpg,,http://www.mytek.tn/disque-dur/11072-disque-dur-interne-seagate-160go-35-st3160318as.html,,My Teck,Composants
INFORMATIQUE,"Disque Dur Interne WESTERN DIGITAL 160 Go 3.5"" pour PC de Bureau WD1600AAJS","29,000 DT",http://www.mytek.tn/45674-large_default/disque-dur-interne-western-digital-160-go-35-pour-pc-de-bureau.jpg,,http://www.mytek.tn/disque-dur-interne/11019-disque-dur-interne-western-digital-160-go-35-pour-pc-de-bureau.html,,My Teck,Composants
INFORMATIQUE,Disque Dur Interne SEAGATE 160Go 3.5'' (ST3160812AS),"29,000 DT",http://www.mytek.tn/45737-large_default/disque-dur-interne-segate-160go-35-pour-pc-de-bureau-9cy132.jpg,,http://www.mytek.tn/disque-dur-interne/11017-disque-dur-interne-segate-160go-35-pour-pc-de-bureau-9cy132.html,,My Teck,Composants
INFORMATIQUE,Disque Dur Interne SAMSUNG 160Go 3.5'' HD161GJ pour PC de Bureau,"29,000 DT",http://www.mytek.tn/45664-large_default/disque-dur-interne-samsung-16go-35-hd161gj.jpg,,http://www.mytek.tn/disque-dur-interne/11015-disque-dur-interne-samsung-16go-35-hd161gj.html,,My Teck,Composants
INFORMATIQUE,Disque Dur Interne SEGATE 1To 3.5'' (ST1000DM010),"139,000 DT",http://www.mytek.tn/45567-large_default/disque-dur-interne-segate-1to-35-st1000dm010.jpg,,http://www.mytek.tn/disque-dur-interne/10957-disque-dur-interne-segate-1to-35-st1000dm010.html,,My Teck,Composants
INFORMATIQUE,Disque Dur Interne SEAGATE 500Go 2.5'' (ST500LM030),"119,000 DT",http://www.mytek.tn/45566-large_default/disque-dur-interne-seagate-25-.jpg,,http://www.mytek.tn/disque-dur-interne/10956-disque-dur-interne-seagate-25-.html,,My Teck,Composants
INFORMATIQUE,Disque Dur Interne TOSHIBA 3To Pour PC de Bureau (DT01ABA300),"210,000 DT",http://www.mytek.tn/41244-large_default/disque-dur-interne-toshiba-3todt01aba300.jpg,,http://www.mytek.tn/disque-dur-interne/9241-disque-dur-interne-toshiba-3todt01aba300.html,,My Teck,Composants
INFORMATIQUE,"Disque Dur Interne SEAGATE De Surveillance 3.5"" 4 To","385,000 DT",http://www.mytek.tn/40094-large_default/disque-dur-interne-35-seagate-surveillance-4-to.jpg,,http://www.mytek.tn/disque-dur-interne/8920-disque-dur-interne-35-seagate-surveillance-4-to.html,,My Teck,Composants
INFORMATIQUE,"Disque Dur Interne 3.5"" SEAGATE SKYHAWK pour Vidéo Surveillance 6 To","729,000 DT",http://www.mytek.tn/44476-large_default/disque-dur-interne-35-seagate-skyhawk-pour-video-surveillance-6-to.jpg,,http://www.mytek.tn/disque-dur-interne/10313-disque-dur-interne-35-seagate-skyhawk-pour-video-surveillance-6-to.html,,My Teck,Composants
