category,sub_category,price,image_url,addr_pr,slug,store,name
BUREAUTIQUE, Cisaille A0 OLYMPIA TR6712,"339,000 DT",http://www.mytek.tn/44647-large_default/-cisaille-a0-olympia-tr6712-.jpg,,http://www.mytek.tn/cisaille/10432--cisaille-a0-olympia-tr6712-.html,,My Teck,Fourniture de Bureau
BUREAUTIQUE, CISAILLE OLYMPIA A3+ 50F,"499,000 DT",http://www.mytek.tn/29094-large_default/cisaille-olympia-a3-50f-tunsie.jpg,,http://www.mytek.tn/cisaille/4771-cisaille-olympia-a3-50f-tunsie.html,,My Teck,Fourniture de Bureau
BUREAUTIQUE,Rogneuse Rexel SmartCut A200,"59,000 DT",http://www.mytek.tn/33997-large_default/rogneuse-rexel-smartcut-a200.jpg,,http://www.mytek.tn/cisaille/6789-rogneuse-rexel-smartcut-a200.html,,My Teck,Fourniture de Bureau
BUREAUTIQUE,KYOCERA Cache Pour Photocopieur 1800 / 2200,"119,000 DT",http://www.mytek.tn/28256-large_default/kyocera-cache-pour-photocopieur-1800-2200-tunsie.jpg,,http://www.mytek.tn/accessoires-photocopieurs-tunisie/4463-kyocera-cache-pour-photocopieur-1800-2200-tunsie.html,,My Teck,PHOTOCOPIEURS
IMPRESSION,Chargeur Photocopieur SHARP AR-RP11,"939,000 DT",http://www.mytek.tn/38259-large_default/chargeur-photocopieur-sharp-ar-rp11-tunsie.jpg,,http://www.mytek.tn/accessoires-photocopieurs/3315-chargeur-photocopieur-sharp-ar-rp11-tunsie.html,,My Teck,Photocopieurs
BUREAUTIQUE,CISAILLE A4 DOUBLE A 5F VD4000 OLYMPIA,"59,000 DT",http://www.mytek.tn/29014-large_default/cisaille-a4-double-a-5f-vd4000-olympia.jpg,,http://www.mytek.tn/cisaille/4768-cisaille-a4-double-a-5f-vd4000-olympia.html,,My Teck,Fourniture de Bureau
BUREAUTIQUE,CISAILLE A4 LAME ROTATIVE A 4F TR1003 OLYMPIA,"29,000 DT",http://www.mytek.tn/28994-large_default/cisaille-a4-lame-rotative-a-4f-tr1003-olympia.jpg,,http://www.mytek.tn/cisaille/4767-cisaille-a4-lame-rotative-a-4f-tr1003-olympia.html,,My Teck,Fourniture de Bureau
BUREAUTIQUE,CISAILLE A3 LAME ROTATIVE A 3F TR4608 OLYMPIA,"59,000 DT",http://www.mytek.tn/29022-large_default/cisaille-a3-lame-rotative-a-3f-tr4608-olympia.jpg,,http://www.mytek.tn/cisaille/4769-cisaille-a3-lame-rotative-a-3f-tr4608-olympia.html,,My Teck,Fourniture de Bureau
BUREAUTIQUE,ROGNEUSE 507 RODAHLE ARGENTEE SEMI PROFESSIONNEL,"69,000 DT",http://www.mytek.tn/39745-large_default/rogneuse-507-rodahle-argentee-semi-professionnel-tunsie.jpg,,http://www.mytek.tn/cisaille/5695-rogneuse-507-rodahle-argentee-semi-professionnel-tunsie.html,,My Teck,Fourniture de Bureau
BUREAUTIQUE,CISAILLE A3 A 10F G4410 OLYMPIA,"99,000 DT",http://www.mytek.tn/39742-large_default/cisaille-a3-a-10f-g4410-olympia.jpg,,http://www.mytek.tn/cisaille/4770-cisaille-a3-a-10f-g4410-olympia.html,,My Teck,Fourniture de Bureau
BUREAUTIQUE,Cutter réglable circulaire OLYMPIA CTR320,"18,000 DT",http://www.mytek.tn/28990-large_default/cisaille-olympia-simple-tunsie.jpg,,http://www.mytek.tn/cisaille/4766-cisaille-olympia-simple-tunsie.html,,My Teck,Fourniture de Bureau
IMPRESSION,Photocopieur Multifonction KONICA MINOLTA BH226 A3,"1 299,000 DT",http://www.mytek.tn/38381-large_default/photocopieur-multifonction-konica-minolta-bh-226-a3.jpg,,http://www.mytek.tn/photocopieur-multifonction-monochrome/8312-photocopieur-multifonction-konica-minolta-bh-226-a3.html,,My Teck,Photocopieurs
IMPRESSION,Photocopieur SHARP AR-6023 Multifonction A3 Avec Chargeur,"2 999,000 DT",http://www.mytek.tn/38264-large_default/photocopieur-sharp-ar-6023-multifonction-a3-avec-chargeur.jpg,,http://www.mytek.tn/photocopieur-multifonction-monochrome/8258-photocopieur-sharp-ar-6023-multifonction-a3-avec-chargeur.html,,My Teck,Photocopieurs
IMPRESSION,Photocopieur SHARP Multifonction AR-6023N Réseau avec chargeur,"3 599,000 DT",http://www.mytek.tn/38249-large_default/photocopieur-sharp-multifonction-ar-6023n-reseau-avec-chargeur.jpg,,http://www.mytek.tn/photocopieur-multifonction-monochrome/8250-photocopieur-sharp-multifonction-ar-6023n-reseau-avec-chargeur.html,,My Teck,Photocopieurs
IMPRESSION,Photocopieur Multifonction KYOCERA TASKALFA 1801 Réseau A3 + Casette de papiers,"2 259,000 DT",http://www.mytek.tn/38944-large_default/hotocopieur-multifonction-kyocera-taskalfa-1801-reseau-a3-casette-de-papiers.jpg,,http://www.mytek.tn/photocopieur-multifonction-monochrome/8192-hotocopieur-multifonction-kyocera-taskalfa-1801-reseau-a3-casette-de-papiers.html,,My Teck,Photocopieurs
TELEPHONIE,Fax Brother 2845,"599,000 DT",http://www.mytek.tn/23430-large_default/fax-brother-2845-tunsie.jpg,,http://www.mytek.tn/fax-laser-tunisie/1881-fax-brother-2845-tunsie.html,,My Teck,Appareil Fax
TELEPHONIE,FAX Laser NASHUATEC 1195L,"599,000 DT",http://www.mytek.tn/28408-large_default/fax-laser-nashuatec-1195l-tunsie.jpg,,http://www.mytek.tn/fax-laser-tunisie/5225-fax-laser-nashuatec-1195l-tunsie.html,,My Teck,Appareil Fax
IMPRESSION, TONER Adaptable KYOCERA TK-4105,"79,000 DT",http://www.mytek.tn/32717-large_default/toner-adaptable-kyocera-tk-4105-tunsie.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/6356-toner-adaptable-kyocera-tk-4105-tunsie.html,,My Teck,Consommables
IMAGE & SON,Vidéo projecteur EPSON EB-2055 - (V11H821040),"2 999,000 DT",http://www.mytek.tn/44985-large_default/video-projecteur-epson-eb-2055-v11h821040.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/10629-video-projecteur-epson-eb-2055-v11h821040.html,,My Teck,Projection
IMAGE & SON,Mini VidéoProjecteur YG-300 HD LED 600 lumens,"189,000 DT",http://www.mytek.tn/44295-large_default/mini-videoprojecteur-yg-300-hd-led-600-lumens.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/10187-mini-videoprojecteur-yg-300-hd-led-600-lumens.html,,My Teck,Projection
IMAGE & SON,VidéoProjecteur EPSON EB-X27 XGA - 3LCD,"1 144,000 DT",http://www.mytek.tn/45538-large_default/videoprojecteur-epson-eb-x27-xga-3lcd.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/10933-videoprojecteur-epson-eb-x27-xga-3lcd.html,,My Teck,Projection
IMAGE & SON,Vidéo Projecteur EPSON EB-1930 (V11H506040),"2 129,000 DT",http://www.mytek.tn/40599-large_default/video-projecteur-epson-eb-1930-.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/8992-video-projecteur-epson-eb-1930-.html,,My Teck,Projection
IMAGE & SON,Vidéo Projecteur EPSON EB-520 Courte Focale (V11H674040),"2 099,000 DT",http://www.mytek.tn/40601-large_default/video-projecteur-epson-eb-520-courte-focale.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/8993-video-projecteur-epson-eb-520-courte-focale.html,,My Teck,Projection
IMAGE & SON,Vidéo Projecteur EPSON EB-W31,"1 189,000 DT",http://www.mytek.tn/36228-large_default/video-projecteur-epson-eb-w31-.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/7401-video-projecteur-epson-eb-w31-.html,,My Teck,Projection
IMAGE & SON,Vidéo Projecteur ASK Proxima C3327W 3LCD,"1 899,000 DT",http://www.mytek.tn/29342-large_default/video-projecteur-ask-proxima-c3327w-3lcd-tunsie.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/5317-video-projecteur-ask-proxima-c3327w-3lcd-tunsie.html,,My Teck,Projection
IMAGE & SON,Vidéo Projecteur EPSON EB-S27 (V11H694040),"859,000 DT",http://www.mytek.tn/44708-large_default/video-projecteur-epson-eb-s27-v11h694040.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/10465-video-projecteur-epson-eb-s27-v11h694040.html,,My Teck,Projection
IMAGE & SON,Vidéo Projecteur Home Cinéma EPSON EH‑TW6700 - Full HD 3D,"3 999,000 DT",http://www.mytek.tn/39142-large_default/video-projecteur-home-cinema-epson-ehtw6700-full-hd-3d.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/8566-video-projecteur-home-cinema-epson-ehtw6700-full-hd-3d.html,,My Teck,Projection
IMAGE & SON,Vidéo Projecteur EPSON EH-TW5300 - FHD 3D (V11H707040),"1 589,000 DT",http://www.mytek.tn/38701-large_default/video-projecteur-home-cinema-epson-eh-tw5300-full-hd-3d.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/8421-video-projecteur-home-cinema-epson-eh-tw5300-full-hd-3d.html,,My Teck,Projection
IMAGE & SON, Video Projecteur ACER K137I,"1 399,000 DT",http://www.mytek.tn/36422-large_default/-video-projecteur-acer-k137i.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/4151--video-projecteur-acer-k137i.html,,My Teck,Projection
IMPRESSION,TONER D'ORIGINE LEXMARK NOIR (1000 P),"119,000 DT",http://www.mytek.tn/28283-large_default/toner-dorigine-lexmark-noir-1000-p-tunsie.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/4578-toner-dorigine-lexmark-noir-1000-p-tunsie.html,,My Teck,Consommables
IMPRESSION,Toner Canon EP 728 Noir (2100 pages ),"189,000 DT",http://www.mytek.tn/24518-large_default/toner-canon-ep-728-noir-2100-pages-tunsie.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/4144-toner-canon-ep-728-noir-2100-pages-tunsie.html,,My Teck,Consommables
IMAGE & SON, VIDEO PROJECTEUR NASHUATEC PJ WX2240 WXGA,"1 149,000 DT",http://www.mytek.tn/28929-large_default/video-projecteur-nashuatec-pj-wx2240-wxga-tunsie.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/5216-video-projecteur-nashuatec-pj-wx2240-wxga-tunsie.html,,My Teck,Projection
IMAGE & SON,Vidéo Projecteur Sharp PG-D2500X DLP,"1 069,000 DT",http://www.mytek.tn/29337-large_default/video-projecteur-sharp-pg-d2500x-dlp-tunsie.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/5315-video-projecteur-sharp-pg-d2500x-dlp-tunsie.html,,My Teck,Projection
IMAGE & SON,Vidéo Projecteur PG-F317X Sharp DLP,"1 159,000 DT",http://www.mytek.tn/28098-large_default/video-projecteur-pg-f317x-sharp-dlp-tunsie.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/5277-video-projecteur-pg-f317x-sharp-dlp-tunsie.html,,My Teck,Projection
IMPRESSION,Developpeur SHARP MX-312FV,"129,000 DT",http://www.mytek.tn/21241-large_default/developpeur-sharp-mx-312fv-tunsie.jpg,,http://www.mytek.tn/accessoires-photocopieurs/3313-developpeur-sharp-mx-312fv-tunsie.html,,My Teck,Photocopieurs
IMPRESSION,Tambour SHARP MX-312FR,"149,000 DT",http://www.mytek.tn/21232-large_default/tambour-sharp-mx-312fr-tunsie.jpg,,http://www.mytek.tn/accessoires-photocopieurs/3311-tambour-sharp-mx-312fr-tunsie.html,,My Teck,Photocopieurs
IMAGE & SON,Vidéo Projecteur Epson EB-S31,"899,000 DT",http://www.mytek.tn/28915-large_default/video-projecteur-epson-eb-s31-tunsie.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/4975-video-projecteur-epson-eb-s31-tunsie.html,,My Teck,Projection
IMAGE & SON, Vidéoprojecteur EPSON EB-X31,"989,000 DT",http://www.mytek.tn/44734-large_default/videoprojecteur-epson-eb-x31-tunsie.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/4960-videoprojecteur-epson-eb-x31-tunsie.html,,My Teck,Projection
IMAGE & SON,VIDEO PROJECTEUR - Home Cinéma EPSON EH-TW570,"1 199,000 DT",http://www.mytek.tn/29365-large_default/video-projecteur-epson-eh-tw570.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/4505-video-projecteur-epson-eh-tw570.html,,My Teck,Projection
IMAGE & SON,Ecran Mural Manuel 180x240,"339,000 DT",http://www.mytek.tn/20685-large_default/ecran-mural-manuel-180x240-tunsie.jpg,,http://www.mytek.tn/ecran-de-projection/1598-ecran-mural-manuel-180x240-tunsie.html,,My Teck,Projection
IMAGE & SON, Video Projecteur Home Cinéma EPSON EH-TW6600W,"4 999,000 DT",http://www.mytek.tn/24077-large_default/video-projecteur-home-cinema-epson-eh-tw6600w-tunsie.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/4001-video-projecteur-home-cinema-epson-eh-tw6600w-tunsie.html,,My Teck,Projection
IMAGE & SON,VidéoProjecteur EPSON EB-1776W - (V11H476040),"2 699,000 DT",http://www.mytek.tn/38008-large_default/video-projecteur-epson-eb-1776w.jpg,,http://www.mytek.tn/video-projecteurs-tunisie/2227-video-projecteur-epson-eb-1776w.html,,My Teck,Projection
IMAGE & SON,Support Plafond video Projecteur 18-17CM,"89,000 DT",http://www.mytek.tn/43351-large_default/support-plafond-video-projecteur-18-17cm-.jpg,,http://www.mytek.tn/support-plafond/9722-support-plafond-video-projecteur-18-17cm-.html,,My Teck,Accessoires projection
IMAGE & SON,POINTEUR LASER HAVIT LP001 SANS FIL,"32,000 DT",http://www.mytek.tn/28847-large_default/pointeur-laser-sans-fil-tunsie.jpg,,http://www.mytek.tn/pointeur-laser-tunisie/4306-pointeur-laser-sans-fil-tunsie.html,,My Teck,Projection
IMPRESSION,Photocopieur Multifonction KYOCERA TASKALFA 1801 A3,"1 399,000 DT",http://www.mytek.tn/38939-large_default/photocopieur-multifonction-kyocera-taskalfa-1801-reseau-a3.jpg,,http://www.mytek.tn/photocopieur-multifonction-monochrome/8180-photocopieur-multifonction-kyocera-taskalfa-1801-reseau-a3.html,,My Teck,Photocopieurs
IMPRESSION,TONER D'ENCRE HP 410 A JAUNE,"279,000 DT",http://www.mytek.tn/33773-large_default/toner-d-encre-hp-410-a-jaune.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/6720-toner-d-encre-hp-410-a-jaune.html,,My Teck,Consommables
IMPRESSION,TONER D'ENCRE HP 410 A CYAN,"279,000 DT",http://www.mytek.tn/33765-large_default/toner-d-encre-hp-410-a-cyan-.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/6717-toner-d-encre-hp-410-a-cyan-.html,,My Teck,Consommables
IMPRESSION,TONER D'ENCRE HP 410 A MAGENTA,"279,000 DT",http://www.mytek.tn/33766-large_default/toner-d-encre-hp-410-a-magenta-.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/6718-toner-d-encre-hp-410-a-magenta-.html,,My Teck,Consommables
IMPRESSION,Toner LEXMARK MS310,"189,000 DT",http://www.mytek.tn/20504-large_default/toner-lexmark-ms310.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/2955-toner-lexmark-ms310.html,,My Teck,Consommables
IMPRESSION,TONER D'ENCRE HP 410 A NOIR,"209,000 DT",http://www.mytek.tn/33764-large_default/toner-d-encre-hp-410-a-noir-.jpg,,http://www.mytek.tn/toner-imprimante-tunisie/6716-toner-d-encre-hp-410-a-noir-.html,,My Teck,Consommables
BUREAUTIQUE,Photocopieur KYOCERA TASKALFA 1801 A3 Avec Chargeur,"1 629,000 DT",http://www.mytek.tn/38945-large_default/photocopieur-multifonction-kyocera-taskalfa-1801-monochrome-a3.jpg,,http://www.mytek.tn/photocopieur-multifonction-monochrome/8163-photocopieur-multifonction-kyocera-taskalfa-1801-monochrome-a3.html,,My Teck,PHOTOCOPIEURS
BUREAUTIQUE,Photocopieur KYOCERA TASKALFA 2201 - A3,"2 299,000 DT",http://www.mytek.tn/38937-large_default/photocopieur-multifonction-kyocera-taskalfa-2201-reseau-monochrome-a3.jpg,,http://www.mytek.tn/photocopieur-multifonction-monochrome/8158-photocopieur-multifonction-kyocera-taskalfa-2201-reseau-monochrome-a3.html,,My Teck,PHOTOCOPIEURS
BUREAUTIQUE,Photocopieur Multifonction KYOCERA TASKALFA 2200 monochrome A3,"1 899,000 DT",http://www.mytek.tn/38933-large_default/photocopieur-multifonction-kyocera-taskalfa-2200-monochrome-a3.jpg,,http://www.mytek.tn/photocopieur-multifonction-monochrome/8157-photocopieur-multifonction-kyocera-taskalfa-2200-monochrome-a3.html,,My Teck,PHOTOCOPIEURS
IMPRESSION,Photocopieur Multifonction KYOCERA TASKALFA 1800 monochrome A3,"1 799,000 DT",http://www.mytek.tn/38571-large_default/photocopieur-multifonction-kyocera-taskalfa-1800-monochrome-a3.jpg,,http://www.mytek.tn/photocopieur-multifonction-monochrome/8156-photocopieur-multifonction-kyocera-taskalfa-1800-monochrome-a3.html,,My Teck,Photocopieurs
IMPRESSION,Imprimante laser multifonction LEXMARK MX912DE A3,"5 399,000 DT",http://www.mytek.tn/37070-large_default/imprimante-laser-multifonction-lexmark-mx912de-a3.jpg,,http://www.mytek.tn/photocopieur-multifonction-monochrome/7865-imprimante-laser-multifonction-lexmark-mx912de-a3.html,,My Teck,Photocopieurs
IMAGE & SON,Epson Module Wi-Fi (b/g/n) - ELPAP07,"289,000 DT",http://www.mytek.tn/31106-large_default/epson-module-wi-fi-b-g-n-elpap07-tunsie.jpg,,http://www.mytek.tn/module-wi-fi/5860-epson-module-wi-fi-b-g-n-elpap07-tunsie.html,,My Teck,Accessoires projection
IMAGE & SON,Support Mural video projecteur Ajustable 85-135CM,"109,000 DT",http://www.mytek.tn/43399-large_default/support-mural-video-projecteur-ajustable-85-135cm.jpg,,http://www.mytek.tn/support-mural/9752-support-mural-video-projecteur-ajustable-85-135cm.html,,My Teck,Accessoires projection
IMAGE & SON,Support Plafond pour video Projecteur 8-98CM,"129,000 DT",http://www.mytek.tn/43397-large_default/support-plafond-pour-video-projecteur-8-98cm.jpg,,http://www.mytek.tn/accessoires-projection-tunisie/9751-support-plafond-pour-video-projecteur-8-98cm.html,,My Teck,Accessoires projection
IMAGE & SON,Pointeur Laser TRUST Sans Fil - 20430,"45,000 DT",http://www.mytek.tn/40150-large_default/pointeur-laser-trust-sans-fil-20430.jpg,,http://www.mytek.tn/pointeur-laser-tunisie/8943-pointeur-laser-trust-sans-fil-20430.html,,My Teck,Projection
IMAGE & SON,Ecran Mural Electrique 177x177,"269,000 DT",http://www.mytek.tn/23891-large_default/ecran-mural-electrique-177x177-tunsie.jpg,,http://www.mytek.tn/ecran-de-projection/3940-ecran-mural-electrique-177x177-tunsie.html,,My Teck,Projection
RESEAUX & SECURITE,Câble HDMI PRO 5M,"9,900 DT",http://www.mytek.tn/21964-large_default/cable-hdmi-pro-5m-tunsie.jpg,,http://www.mytek.tn/cables-video-tunisie/3429-cable-hdmi-pro-5m-tunsie.html,,My Teck,Câbles
RESEAUX & SECURITE,Cable VGA To VGA Blindé - 3 Metre,"4,900 DT",http://www.mytek.tn/31178-large_default/cable-vga-to-vga-blinde-3-metre-tunsie.jpg,,http://www.mytek.tn/cables-video-tunisie/5884-cable-vga-to-vga-blinde-3-metre-tunsie.html,,My Teck,Câbles
IMAGE & SON,Ecran de Projection 2X3 Eco Mobile trépied - 177 x 177cm (ETPR1818R),"189,000 DT",http://www.mytek.tn/44291-large_default/eran-de-projection-2x3-eco-mobile-trepied-177-x-177cm-etpr1818r.jpg,,http://www.mytek.tn/ecran-de-projection/10184-eran-de-projection-2x3-eco-mobile-trepied-177-x-177cm-etpr1818r.html,,My Teck,Projection
IMAGE & SON,Ecran Mural Electrique 150x200,"649,000 DT",http://www.mytek.tn/20797-large_default/ecran-mural-electrique-150x200-tunsie.jpg,,http://www.mytek.tn/ecran-de-projection/1600-ecran-mural-electrique-150x200-tunsie.html,,My Teck,Projection
BUREAUTIQUE,Ecran Trépied Manuel 150x150,"199,000 DT",http://www.mytek.tn/23882-large_default/ecran-trepied-manuel-150x150-tunsie.jpg,,http://www.mytek.tn/tableau-blanc/3937-ecran-trepied-manuel-150x150-tunsie.html,,My Teck,TABLEAUX
IMAGE & SON,Ecran de projection Triped 200 x 200 Blanc Mat TRE02B1200200,"339,000 DT",http://www.mytek.tn/44633-large_default/ecran-de-projection-triped-200-x-200-blanc-mat-tre02b1200200.jpg,,http://www.mytek.tn/ecran-de-projection/10421-ecran-de-projection-triped-200-x-200-blanc-mat-tre02b1200200.html,,My Teck,Projection
IMAGE & SON,Support Plafond video Projecteur 15CM,"75,000 DT",http://www.mytek.tn/43350-large_default/support-plafond-video-projecteur.jpg,,http://www.mytek.tn/support-plafond/9720-support-plafond-video-projecteur.html,,My Teck,Accessoires projection
IMAGE & SON,"Ecran Mobile EPSON ELPSC32 (50"" 4:3)","69,000 DT",http://www.mytek.tn/36893-large_default/ecran-mobile-epson-elpsc32-50-43.jpg,,http://www.mytek.tn/ecran-de-projection/7796-ecran-mobile-epson-elpsc32-50-43.html,,My Teck,Projection
IMAGE & SON,Ecran Mural Electrique Square 180x240,"1 099,000 DT",http://www.mytek.tn/23778-large_default/ecran-mural-electrique-square-180x240-tunsie.jpg,,http://www.mytek.tn/ecran-de-projection/1605-ecran-mural-electrique-square-180x240-tunsie.html,,My Teck,Projection
IMAGE & SON,Ecran de Projection mural manuel MPP13B1240240,"369,000 DT",http://www.mytek.tn/44630-large_default/ecran-de-projection-mural-manuel-mpp13b1240240.jpg,,http://www.mytek.tn/ecran-de-projection/10420-ecran-de-projection-mural-manuel-mpp13b1240240.html,,My Teck,Projection
IMAGE & SON,Ecran Mural Electrique 180 x 240,"659,000 DT",http://www.mytek.tn/20809-large_default/ecran-mural-electrique-180-x-240.jpg,,http://www.mytek.tn/ecran-de-projection/1603-ecran-mural-electrique-180-x-240.html,,My Teck,Projection
IMAGE & SON,Ecran de Projection Mural 213 cm x 213 cm,"209,000 DT",http://www.mytek.tn/39353-large_default/ecran-de-projection-mural-213-cm-x-213-cm.jpg,,http://www.mytek.tn/ecran-de-projection/8622-ecran-de-projection-mural-213-cm-x-213-cm.html,,My Teck,Projection
IMAGE & SON,Ecran de Projection Murale 178 x 178 cm,"115,000 DT",http://www.mytek.tn/39344-large_default/ecran-de-projection-murale-178-x-178-cm.jpg,,http://www.mytek.tn/ecran-de-projection/8617-ecran-de-projection-murale-178-x-178-cm.html,,My Teck,Projection
IMAGE & SON,Ecran Mural Manuel 2000 200x200,"241,900 DT",http://www.mytek.tn/20653-large_default/ecran-mural-manuel-2000-200x200-tunsie.jpg,,http://www.mytek.tn/ecran-de-projection/1597-ecran-mural-manuel-2000-200x200-tunsie.html,,My Teck,Projection
IMAGE & SON,Ecran Trepied BYRON 200 x 200,"379,000 DT",http://www.mytek.tn/20724-large_default/ecran-trepied-byron-200-x-200.jpg,,http://www.mytek.tn/ecran-de-projection/1595-ecran-trepied-byron-200-x-200.html,,My Teck,Projection
IMAGE & SON,Support Pour VideoProjecteur 72-120 cm,"179,000 DT",http://www.mytek.tn/38978-large_default/support-pour-videoprojecteur-72-120-cm.jpg,,http://www.mytek.tn/support-mural/8516-support-pour-videoprojecteur-72-120-cm.html,,My Teck,Accessoires projection
IMAGE & SON,SUPPORT PLAFOND 20 cm,"49,000 DT",http://www.mytek.tn/28447-large_default/support-plafond-20-cm.jpg,,http://www.mytek.tn/support-plafond/3319-support-plafond-20-cm.html,,My Teck,Accessoires projection
IMAGE & SON,Support Plafond Pour VideoProjecteur SVP8820A - 30CM,"99,000 DT",http://www.mytek.tn/45084-large_default/support-plafond-pour-videoprojecteur-svp8820a-30cm.jpg,,http://www.mytek.tn/support-plafond/10705-support-plafond-pour-videoprojecteur-svp8820a-30cm.html,,My Teck,Accessoires projection
IMAGE & SON,Ecran Mural Manuel CINEFLEX 180x180,"139,000 DT",http://www.mytek.tn/20649-large_default/ecran-mural-manuel-cineflex-180x180-tunsie.jpg,,http://www.mytek.tn/ecran-de-projection/1596-ecran-mural-manuel-cineflex-180x180-tunsie.html,,My Teck,Projection
IMAGE & SON,Support pour VidéoProjecteur 13 cm,"78,000 DT",http://www.mytek.tn/38979-large_default/support-pour-videoprojecteur-13-cm.jpg,,http://www.mytek.tn/support-plafond/8517-support-pour-videoprojecteur-13-cm.html,,My Teck,Accessoires projection
INFORMATIQUE,Tapis de Souris avec Design,"1,200 DT",http://www.mytek.tn/36041-large_default/tapis-de-souris-avec-design.jpg,,http://www.mytek.tn/clavier-souris/7446-tapis-de-souris-avec-design.html,,My Teck,INFORMATIQUE
INFORMATIQUE,Tapis Souris Optique,"1,400 DT",http://www.mytek.tn/39649-large_default/tapis-souris-optique.jpg,,http://www.mytek.tn/clavier-souris/8742-tapis-souris-optique.html,,My Teck,INFORMATIQUE
INFORMATIQUE,Tapis Microsoft Pour Souris Optique,"1,500 DT",http://www.mytek.tn/20808-large_default/tapis-microsoft-pour-souris-optique.jpg,,http://www.mytek.tn/clavier-souris/1181-tapis-microsoft-pour-souris-optique.html,,My Teck,INFORMATIQUE
INFORMATIQUE,Sticker Arabisée pour clavier,"0,600 DT",http://www.mytek.tn/36171-large_default/sticker-arabisee-pour-clavier-.jpg,,http://www.mytek.tn/clavier-souris/7502-sticker-arabisee-pour-clavier-.html,,My Teck,INFORMATIQUE
INFORMATIQUE,Pc Portable ASUS N552VX I7 6é Gén 4Go 1TO+128Go SSD,"1 899,000 DT",http://www.mytek.tn/39716-large_default/pc-portable-asus-n552vx-i7-6e-gen-4go-1to128go-ssd.jpg,,http://www.mytek.tn/pc-portable/8754-pc-portable-asus-n552vx-i7-6e-gen-4go-1to128go-ssd.html,,My Teck,INFORMATIQUE
IMPRESSION,EPSON CARTOUCHE D'ENCRE SX125 ADP MAGENTA,"1,900 DT",http://www.mytek.tn/21377-large_default/epson-cartouche-dencre-sx125-adp-magenta-tunsie.jpg,,http://www.mytek.tn/cartouche-tunisie/3339-epson-cartouche-dencre-sx125-adp-magenta-tunsie.html,,My Teck,IMPRESSION
IMPRESSION,Bouteille D'encre Universelle NOIR 100ML,"1,900 DT",http://www.mytek.tn/19624-large_default/bouteille-dencre-universelle-noir-100ml-tunsie.jpg,,http://www.mytek.tn/bouteille-d-encre-tunisie/2774-bouteille-dencre-universelle-noir-100ml-tunsie.html,,My Teck,IMPRESSION
IMPRESSION,Bouteille D'encre Universelle CYAN 100ML,"1,900 DT",http://www.mytek.tn/19627-large_default/bouteille-dencre-universelle-cyan-100ml-tunsie.jpg,,http://www.mytek.tn/bouteille-d-encre-tunisie/2773-bouteille-dencre-universelle-cyan-100ml-tunsie.html,,My Teck,IMPRESSION
IMPRESSION,Bouteille D'encre Universelle Jaune 100ML,"1,900 DT",http://www.mytek.tn/19614-large_default/bouteille-dencre-universelle-jaune-100ml-tunsie.jpg,,http://www.mytek.tn/bouteille-d-encre-tunisie/2772-bouteille-dencre-universelle-jaune-100ml-tunsie.html,,My Teck,IMPRESSION
IMPRESSION,EPSON CARTOUCHE D'ENCRE SX125 ADP NOIR,"1,900 DT",http://www.mytek.tn/21378-large_default/epson-cartouche-dencre-sx125-adp-noir-tunsie.jpg,,http://www.mytek.tn/cartouche-tunisie/3340-epson-cartouche-dencre-sx125-adp-noir-tunsie.html,,My Teck,IMPRESSION
IMPRESSION,Bouteille D'encre Universelle MAGENTA 100ML,"1,900 DT",http://www.mytek.tn/19616-large_default/bouteille-dencre-universelle-magenta-100ml-tunsie.jpg,,http://www.mytek.tn/bouteille-d-encre-tunisie/2775-bouteille-dencre-universelle-magenta-100ml-tunsie.html,,My Teck,IMPRESSION
